Unnamed: 0,team,task,task_type,score,incorrect,correct,time_till_correct,novice,year,precision
497,VISIONE3,LSC24-AD05,AD,15.21017699115044,6,110,17.409,False,2024,0.9482758620689655
498,Libro2,LSC24-AD05,AD,28.797061524334254,47,224,51.286,False,2024,0.8265682656826568
499,LIFEXPLORE3,LSC24-AD05,AD,7.173984995586937,1,51,14.414,False,2024,0.9807692307692307
500,SnapSeek2,LSC24-AD05,AD,3.623499142367067,1,26,24.606,False,2024,0.9629629629629629
501,SnapSeek4,LSC24-AD05,AD,7.888986013986013,3,57,21.538,False,2024,0.95
502,SnapSeek5,LSC24-AD05,AD,11.52037617554859,6,84,18.2,False,2024,0.9333333333333333
503,EAGLE1,LSC24-AD05,AD,7.956994514106583,2,57,21.122,False,2024,0.9661016949152542
504,MEMORIA,LSC24-AD05,AD,8.531605113636363,4,62,17.819,False,2024,0.9393939393939394
505,Retrospect1,LSC24-AD05,AD,11.789772727272728,0,83,153.997,False,2024,1.0
506,PraK2,LSC24-AD05,AD,92.69662921348316,15,660,27.6,False,2024,0.9777777777777777
507,LifeInsight,LSC24-AD05,AD,28.062486108024004,7,201,31.402,False,2024,0.9663461538461539
508,VitaChronicle1,LSC24-AD05,AD,34.94318181818182,0,246,37.081,False,2024,1.0
509,CollaXRSearch1,LSC24-AD05,AD,4.475524475524476,1,32,37.546,False,2024,0.9696969696969697
510,vitrivr-VR,LSC24-AD05,AD,12.148497688751927,3,87,36.496,False,2024,0.9666666666666667
511,MemoriEase,LSC24-AD05,AD,14.486326681448634,22,112,17.367,False,2024,0.835820895522388
512,Libro3,LSC24-AD05,AD,22.56410256410257,38,176,48.907,False,2024,0.822429906542056
513,LifeSeeker1,LSC24-AD05,AD,17.197566213314243,6,124,33.375,False,2024,0.9538461538461539
514,SnapSeek3,LSC24-AD05,AD,12.438574938574938,5,90,21.886,False,2024,0.9473684210526315
515,VISIONE2,LSC24-AD05,AD,14.367441618015013,8,105,27.204,False,2024,0.9292035398230089
516,Memento,LSC24-AD05,AD,18.36013056092844,12,135,24.158,False,2024,0.9183673469387755
517,EAGLE2,LSC24-AD05,AD,3.916728763040239,3,29,43.61,False,2024,0.90625
518,LifeLens1,LSC24-AD05,AD,14.265600079744816,14,107,21.533,False,2024,0.8842975206611571
519,Lifegraph,LSC24-AD05,AD,6.179775280898877,1,44,85.598,False,2024,0.9777777777777777
520,vitrivr,LSC24-AD05,AD,8.806818181818182,0,62,30.281,False,2024,1.0
521,Voxento,LSC24-AD05,AD,10.513232655502392,2,75,22.237,False,2024,0.974025974025974
522,MyEachtra,LSC24-AD05,AD,12.722462722462724,5,92,23.312,False,2024,0.9484536082474226
523,PraK3,LSC24-AD05,AD,1.7045454545454546,0,12,46.176,False,2024,1.0
524,LifeSeeker2,LSC24-AD05,AD,0.0,0,0,,False,2024,0.0
525,LIFEXPLORE1,LSC24-QA05,QA,88.22416666666666,0,1,70.655,False,2024,1.0
526,SnapSeek1,LSC24-QA05,QA,0.0,2,0,,False,2024,0.0
527,LIFEXPLORE2,LSC24-QA05,QA,93.12333333333332,0,1,41.26,False,2024,1.0
528,VISIONE1,LSC24-QA05,QA,52.08466666666666,1,1,227.492,False,2024,0.5
529,Libro1,LSC24-QA05,QA,92.49333333333334,0,1,45.04,False,2024,1.0
530,Exquisitor,LSC24-QA05,QA,94.31733333333332,1,1,34.096,False,2024,0.5
531,PraK1,LSC24-QA05,QA,89.131,0,1,65.214,False,2024,1.0
532,VISIONE3,LSC24-QA05,QA,88.94516666666667,0,1,66.329,False,2024,1.0
533,Libro2,LSC24-QA05,QA,92.13366666666668,0,1,47.198,False,2024,1.0
534,LIFEXPLORE3,LSC24-QA05,QA,93.138,0,1,41.172,False,2024,1.0
535,SnapSeek2,LSC24-QA05,QA,50.42766666666667,3,1,177.434,False,2024,0.25
536,SnapSeek4,LSC24-QA05,QA,43.22133333333333,2,1,220.672,False,2024,0.3333333333333333
537,SnapSeek5,LSC24-QA05,QA,0.0,2,0,,False,2024,0.0
538,EAGLE1,LSC24-QA05,QA,67.5815,0,1,194.511,False,2024,1.0
539,MEMORIA,LSC24-QA05,QA,80.5765,0,1,116.541,False,2024,1.0
540,Retrospect1,LSC24-QA05,QA,90.51,0,1,56.94,False,2024,1.0
541,PraK2,LSC24-QA05,QA,91.15266666666668,0,1,53.084,False,2024,1.0
542,LifeInsight,LSC24-QA05,QA,85.451,0,1,87.294,False,2024,1.0
543,VitaChronicle1,LSC24-QA05,QA,91.64133333333334,1,1,50.152,False,2024,0.5
544,CollaXRSearch1,LSC24-QA05,QA,76.92333333333333,2,1,78.46,False,2024,0.3333333333333333
545,vitrivr-VR,LSC24-QA05,QA,53.60816666666667,0,1,278.351,False,2024,1.0
546,MemoriEase,LSC24-QA05,QA,94.095,0,1,35.43,False,2024,1.0
547,Libro3,LSC24-QA05,QA,88.32366666666667,0,1,70.058,False,2024,1.0
548,LifeSeeker1,LSC24-QA05,QA,78.5995,0,1,128.403,False,2024,1.0
549,SnapSeek3,LSC24-QA05,QA,54.58433333333333,2,1,212.494,False,2024,0.3333333333333333
550,VISIONE2,LSC24-QA05,QA,56.6595,1,1,200.043,False,2024,0.5
551,Memento,LSC24-QA05,QA,92.42083333333332,0,1,45.475,False,2024,1.0
552,EAGLE2,LSC24-QA05,QA,68.3735,1,1,189.759,False,2024,0.5
553,LifeLens1,LSC24-QA05,QA,80.66883333333334,0,1,115.987,False,2024,1.0
554,Lifegraph,LSC24-QA05,QA,80.9685,0,1,114.189,False,2024,1.0
555,vitrivr,LSC24-QA05,QA,66.02983333333333,1,1,143.821,False,2024,0.5
556,Voxento,LSC24-QA05,QA,87.235,0,1,76.59,False,2024,1.0
557,MyEachtra,LSC24-QA05,QA,88.56216666666666,0,1,68.627,False,2024,1.0
558,PraK3,LSC24-QA05,QA,87.46366666666667,0,1,75.218,False,2024,1.0
559,LifeSeeker2,LSC24-QA05,QA,0.0,0,0,,False,2024,0.0
